FieldID	BorrowerPair	InstanceIndex	FieldSize	IncludeInAuditTrail	UseIndexForThisField	Description
NEWHUD.X1146	1			FALSE	FALSE	LO COMPENSATION - FEE LINE 802 USER DEFINED FEE 1 AMOUNT
NEWHUD.X1148	1			FALSE	FALSE	LO COMPENSATION - FEE LINE 802 USER DEFINED FEE 2 AMOUNT
NEWHUD.X1151	1			FALSE	FALSE	LO COMPENSATION - BORROWER PAID DISCOUNT POINT AMOUNT LINE 1
NEWHUD.X1152	1			FALSE	FALSE	LO COMPENSATION - SELLER PAID DISCOUNT POINT AMOUNT LINE 1
NEWHUD.X1155	1			FALSE	FALSE	LO COMPENSATION - BORROWER PAID DISCOUNT POINT AMOUNT LINE 2
NEWHUD.X1159	1			FALSE	FALSE	LO COMPENSATION - BORROWER PAID DISCOUNT POINT AMOUNT LINE 3
NEWHUD.X1163	1			FALSE	FALSE	LO COMPENSATION - BORROWER PAID DISCOUNT POINT AMOUNT LINE 4
NEWHUD.X1167	1		6	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL - LENDER COMPENSATION CREDIT PAID BY 1
NEWHUD.X1169	1		6	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL - LENDER COMPENSATION CREDIT PAID BY 2
NEWHUD.X1171	1		6	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL - LENDER COMPENSATION CREDIT PAID BY 3
NEWHUD.X1173	1		6	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL - LENDER COMPENSATION CREDIT PAID BY 4
NEWHUD.X1178	1		8	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL -DISCOUNT POINT PAID TO 1
NEWHUD.X1182	1		8	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL -DISCOUNT POINT PAID TO 2
NEWHUD.X1186	1		8	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL -DISCOUNT POINT PAID TO 3
NEWHUD.X1190	1		8	FALSE	FALSE	FEES LINE 802 LO COMPENSATION TOOL -DISCOUNT POINT PAID TO 4
NEWHUD.X1237	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 6 - AMT
NEWHUD.X1238	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 6 SELLER AMT
NEWHUD.X1242	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 6
NEWHUD.X1245	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 7 - AMT
NEWHUD.X1246	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 7 SELLER AMT
NEWHUD.X1250	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 7
NEWHUD.X1253	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 8 - AMT
NEWHUD.X1254	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 8 SELLER AMT
NEWHUD.X1258	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 8
NEWHUD.X1261	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 9 - AMT
NEWHUD.X1262	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 9 SELLER AMT
NEWHUD.X1266	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 9
NEWHUD.X1269	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 10 - AMT
NEWHUD.X1270	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 10 SELLER AMT
NEWHUD.X1274	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 10
NEWHUD.X1277	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 11 - AMT
NEWHUD.X1278	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 11 SELLER AMT
NEWHUD.X1282	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 11
NEWHUD.X1285	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 12 - AMT
NEWHUD.X1286	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 12 SELLER AMT
NEWHUD.X1290	1		8	FALSE	FALSE	LINE 819 ADDITIONAL PAID TO 12
NEWHUD.X15	1			FALSE	FALSE	FEES ORIG CHARGE AMT BORR
NEWHUD.X225	1			FALSE	FALSE	FEES LINE 801 BROKER COMPENSATION BORROWER PAID
NEWHUD.X230	1		64	FALSE	FALSE	FEES LINE 801 BROKER COMPENSATION PAID TO
NEWHUD.X627	1		8	FALSE	FALSE	FEES LINE 802 PAID TO
NEWHUD.X686	1			FALSE	FALSE	LINE 801 ORIG CHRG
NEWHUD.X687	1			FALSE	FALSE	LINE 802 CREDIT/POINTS
NEWHUD.X690	1		8	FALSE	FALSE	LINE 819 PAID TO
NEWHUD.X733	1			FALSE	FALSE	LINE 801 - USER DEFINED FEE 5 - AMT
NEWHUD.X779	1			FALSE	FALSE	USER DEFINED ORIG FEE LINE 801 - LINE 5 SELLER AMT
NEWHUD.X788	1			FALSE	FALSE	FEES LINE 802 ORIG CHARGE AMT SELLER
NMLS.X1	1		64	FALSE	FALSE	NMLS LOAN TYPE
NMLS.X10	1		64	FALSE	FALSE	NMLS Reverse Mortgage Type
NMLS.X2	1		64	FALSE	FALSE	NMLS RESIDENTIAL FIRST MORTGAGE TYPE
NMLS.X3	1		64	FALSE	FALSE	NMLS DOCUMENTATION TYPE
NMLS.X4	1		1	FALSE	FALSE	NMLS OPTION ARM INDICATOR
NMLS.X5	1		1	FALSE	FALSE	NMLS PIGGYBACK OR FUNDED HELOC INDICATOR
NMLS.X6	1		64	FALSE	FALSE	NMLS REFINANCE PURPOSE
NMLS.X7	1		64	FALSE	FALSE	NMLS PRODUCTION SOLD TO
ORGID	1		64	FALSE	FALSE	COMPANY - USERS ORGANIZATION CODE
PM01	1			FALSE	FALSE	PROFIT MGT GROSS CHECK AMT
PM10	1			FALSE	FALSE	PROFIT MGT COMMISSIONABLE GROSS PROFIT
PM14	1			FALSE	FALSE	PROFIT MGT MANAGER COMMISSION TOTAL
PM18	1			FALSE	FALSE	PROFIT MGT LOAN OFFICER COMMISSION TOTAL
PM22	1			FALSE	FALSE	PROFIT MGT PROCESSOR COMMISSION TOTAL
PM26	1			FALSE	FALSE	PROFIT MGT OTHER TOTAL
PM28	1			FALSE	FALSE	PROFIT MGT NET PROFIT
RE88395.X108	1			FALSE	FALSE	FEES TOTAL FEES
RE88395.X19	1			FALSE	FALSE	MLDS MTG BROKER FEE OTHERS
REGZGFE.X8	1		16	FALSE	FALSE	UNDERWRITER CO NAME
SERVICE.X1	1		64	FALSE	FALSE	MORTGAGE NUMBER
SERVICE.X10	1			FALSE	FALSE	PAYMENT DUE DATE
SERVICE.X13	1			FALSE	FALSE	NEXT STATEMENT DATE
SERVICE.X8	1		64	FALSE	FALSE	SERVICING STATUS
SERVICE.X9	1			FALSE	FALSE	LAST STATEMENT PRINTED
SYS.X252	1		8	FALSE	FALSE	FEES LOAN ORIGINATION FEE PAID TO
SYS.X262	1		8	FALSE	FALSE	FEES MI APPLIC FEE PAID TO
SYS.X266	1		8	FALSE	FALSE	FEES MTG BROKER FEE PAID TO
SYS.X270	1		8	FALSE	FALSE	FEES PROCESS FEE PAID TO
SYS.X272	1		8	FALSE	FALSE	FEES UNDERWRITING FEE PAID TO
SYS.X290	1		8	FALSE	FALSE	FEES LINE 820 PAID TO
SYS.X292	1		8	FALSE	FALSE	FEES LINE 821 PAID TO
SYS.X297	1		8	FALSE	FALSE	FEES LINE 822 PAID TO
SYS.X302	1		8	FALSE	FALSE	FEES LINE 823 PAID TO
TABALANCE	1			FALSE	FALSE	TRUST ACCT BALANCE
TATOTAL1	1			FALSE	FALSE	TRUST ACCT PYMTS TOTAL
TATOTAL2	1			FALSE	FALSE	TRUST ACCT RECEIPTS TOTAL
VASUMM.X23	1			TRUE	FALSE	VA LOAN SUMM CREDIT SCORE
VEND.X13	1		16	FALSE	FALSE	FLOOD INS CO CONTACT
VEND.X133	1		16	FALSE	FALSE	BUYERS AGENT NAME
VEND.X139	1		16	FALSE	FALSE	BUYERS AGENT CONTACT NAME
VEND.X144	1		16	FALSE	FALSE	SELLERS AGENT NAME
VEND.X150	1		16	FALSE	FALSE	SELLERS AGENT CONTACT NAME
VEND.X162	1		16	FALSE	FALSE	HAZARD INS CO ZIP
VEND.X163	1		16	FALSE	FALSE	HAZARD INS CO PHONE
VEND.X178	1		16	FALSE	FALSE	SERVICING CO NAME
VEND.X184	1		16	FALSE	FALSE	SERVICING CO CONTACT NAME
VEND.X185	1		16	FALSE	FALSE	SERVICING CO PHONE
VEND.X19	1		16	FALSE	FALSE	FLOOD INS CO PHONE
VEND.X195	1		16	FALSE	FALSE	DOC SIGNING CO CONTACT NAME
VEND.X196	1		16	FALSE	FALSE	DOC SIGNING CO PHONE
VEND.X200	1		64	FALSE	FALSE	WAREHOUSE CO NAME
VEND.X263	1		16	TRUE	FALSE	INVESTOR
